ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,예측답,정답여부,모델응답,question_duration,question_emissions_g,question_emissions_rate,question_energy_wh,question_energy_consumed,question_cpu_energy_wh,question_cpu_energy,question_gpu_energy_wh,question_gpu_energy,question_ram_energy_wh,question_ram_energy,question_cpu_emissions_g,question_gpu_emissions_g,question_ram_emissions_g,total_emissions_g,total_emissions,total_emissions_rate,total_energy_wh,total_energy_consumed,total_cpu_energy_wh,total_cpu_energy,total_gpu_energy_wh,total_gpu_energy,total_ram_energy_wh,total_ram_energy,total_cpu_emissions_g,total_gpu_emissions_g,total_ram_emissions_g,cpu_power,gpu_power,ram_power,carbon_intensity,country_name,country_iso_code,region,cloud_provider,cloud_region,timestamp,duration,tracking_mode,on_cloud,pue,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,python_version,os,codecarbon_version,Unnamed: 14,문제번호,프롬프트
1,소방안전교육사,2018,A,교육학개론,80,다음 제시문의 설명에 해당하는 교육과정은?\n\n◯ 아이즈너(E. Eisner)가 쓴 책 ≪The educational imagination≫을 통해 소개되었다.\n◯ 학교에서 가르쳐야 할 중요한 내용이 있음에도 불구하고 공식적인 교육과정에 포함되지 않은 것을 뜻한다.,text_only,,영(零) 교육과정,잠재적 교육과정,명시적 교육과정,실제적 교육과정,1,exaone-4.0-32b,300,203,0,67.67,309.9,1.15,146,2,148,2,False,2,1.1515,0.019984,3.6e-08,0.0434,4.34e-05,0.0136,1.36e-05,0.0176,1.76e-05,0.0122,1.22e-05,0.006872,0.008893,0.006141,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,1,"문제: 다음 제시문의 설명에 해당하는 교육과정은?\n\n◯ 아이즈너(E. Eisner)가 쓴 책 ≪The educational imagination≫을 통해 소개되었다.\n◯ 학교에서 가르쳐야 할 중요한 내용이 있음에도 불구하고 공식적인 교육과정에 포함되지 않은 것을 뜻한다.

선택지:
1. 영(零) 교육과정
2. 잠재적 교육과정
3. 명시적 교육과정
4. 실제적 교육과정

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
2,소방안전교육사,2022,A,교육학개론,76,형식적 교육에 관한 설명으로 옳은 것은?,text_only,,형식적 교육은 교육의 3요소가 필요 없다.,가정교육은 형식적 교육의 대표적 유형이다.,학교의 소방안전 교육은 형식적 교육에 속한다.,"형식적 교육은 비의도적, 비체계적으로 이루어진다.",3,exaone-4.0-32b,300,203,0,67.67,309.9,0.78,117,2,119,3,True,3,0.7765,0.013476,2.4e-08,0.0292,2.92e-05,0.0092,9.2e-06,0.0119,1.19e-05,0.0082,8.2e-06,0.004634,0.005997,0.004141,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,2,"문제: 형식적 교육에 관한 설명으로 옳은 것은?

선택지:
1. 형식적 교육은 교육의 3요소가 필요 없다.
2. 가정교육은 형식적 교육의 대표적 유형이다.
3. 학교의 소방안전 교육은 형식적 교육에 속한다.
4. 형식적 교육은 비의도적, 비체계적으로 이루어진다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
3,소방안전교육사,2016,A,재난관리론,67,자연재해대책법령상 ( )안에 들어갈 내용으로 옳은 것은?\n\n대규모 재해복구사업은 법 제46조제2항에 따라 확정·통보된 재해복구계획을 기준으로 총 복구비(용지보상비를 포함한다)가 ( ) 이상인 사업을 말한다.,text_only,O,20억원,30억원,40억원,50억원,4,exaone-4.0-32b,300,203,0,67.67,309.9,1.14,144,2,146,3,False,3,1.1381,0.019751,3.5e-08,0.0429,4.29e-05,0.0134,1.34e-05,0.0174,1.74e-05,0.012,1.2e-05,0.006792,0.00879,0.00607,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,3,"문제: 자연재해대책법령상 ( )안에 들어갈 내용으로 옳은 것은?\n\n대규모 재해복구사업은 법 제46조제2항에 따라 확정·통보된 재해복구계획을 기준으로 총 복구비(용지보상비를 포함한다)가 ( ) 이상인 사업을 말한다.

선택지:
1. 20억원
2. 30억원
3. 40억원
4. 50억원

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
4,소방안전교육사,2018,A,재난관리론,69,자연재해대책법령상 수해 내구성강화를 위하여 수방기준을 정하여야 하는 시설물이 아닌 것은?,text_only,O,「하천법」 제2조제3호에 따른 하천시설,「댐건설 및 주변지역지원 등에 관한 법률」 제2조제1호에 따른 댐,「사방사업법」 제2조제3호에 따른 농업생산기반시설,「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설,3,exaone-4.0-32b,300,203,0,67.67,309.9,1.16,155,2,157,3,True,3,1.1625,0.020175,3.6e-08,0.0438,4.38e-05,0.0137,1.37e-05,0.0178,1.78e-05,0.0123,1.23e-05,0.006938,0.008978,0.0062,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,4,"문제: 자연재해대책법령상 수해 내구성강화를 위하여 수방기준을 정하여야 하는 시설물이 아닌 것은?

선택지:
1. 「하천법」 제2조제3호에 따른 하천시설
2. 「댐건설 및 주변지역지원 등에 관한 법률」 제2조제1호에 따른 댐
3. 「사방사업법」 제2조제3호에 따른 농업생산기반시설
4. 「국토의 계획 및 이용에 관한 법률」 제2조제6호에 따른 기반시설

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
5,소방안전교육사,2022,A,재난관리론,73,자연재해대책법령상 재해 유형별 행동 요령으로 대비단계에 포함되는 사항으로 옳은 것은?,text_only,O,보건위생 및 쓰레기 처리에 관한 사항,피해 발생이 우려되는 시설의 점검 · 관리에 관한 사항,통신 · 전력 · 가스 · 수도 등 국민생활에 필수적인 시설의 응급복구에 관한 사항,방재물자 · 통원장비의 확보 · 지정 및 관리에 관한 사항,2,exaone-4.0-32b,300,203,0,67.67,309.9,0.8,138,2,140,2,True,2,0.7992,0.013869,2.5e-08,0.0301,3.01e-05,0.0094,9.4e-06,0.0122,1.22e-05,0.0084,8.4e-06,0.004769,0.006172,0.004262,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,5,"문제: 자연재해대책법령상 재해 유형별 행동 요령으로 대비단계에 포함되는 사항으로 옳은 것은?

선택지:
1. 보건위생 및 쓰레기 처리에 관한 사항
2. 피해 발생이 우려되는 시설의 점검 · 관리에 관한 사항
3. 통신 · 전력 · 가스 · 수도 등 국민생활에 필수적인 시설의 응급복구에 관한 사항
4. 방재물자 · 통원장비의 확보 · 지정 및 관리에 관한 사항

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
6,소방안전교육사,2019,B,구급 및 응급처치론,39,신경학적 검사 중 글래스고우 혼수 척도(GCS)의 평가점수로 옳은 것은?,text_only,,명령에 따라 눈을 뜬다: 개안반응 점수 4점,질문에 정확한 답변을 구사한다: 언어반응 점수 5점,자극을 주면 비정상적으로 팔을 굴곡한다: 운동반응 점수 4점,자극을 주면 비정상적으로 팔을 신전한다: 운동반응 점수 3점,2,exaone-4.0-32b,300,203,0,67.67,309.9,1.17,142,2,144,4,False,4,1.1655,0.020227,3.6e-08,0.0439,4.39e-05,0.0138,1.38e-05,0.0178,1.78e-05,0.0123,1.23e-05,0.006955,0.009001,0.006216,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,6,"문제: 신경학적 검사 중 글래스고우 혼수 척도(GCS)의 평가점수로 옳은 것은?

선택지:
1. 명령에 따라 눈을 뜬다: 개안반응 점수 4점
2. 질문에 정확한 답변을 구사한다: 언어반응 점수 5점
3. 자극을 주면 비정상적으로 팔을 굴곡한다: 운동반응 점수 4점
4. 자극을 주면 비정상적으로 팔을 신전한다: 운동반응 점수 3점

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
7,소방안전교육사,2014,A,구급 및 응급처치론,36,"소아가 뜨거운 물에 흉복부 앞면, 생식기, 양쪽 다리 전체에 2도 화상을 입었다. '9의 법칙'에 의한 화상의 범위는?",text_only,,28%,37%,46%,55%,3,exaone-4.0-32b,300,203,0,67.67,309.9,0.77,105,2,107,2,False,2,0.7654,0.013284,2.4e-08,0.0288,2.88e-05,0.009,9e-06,0.0117,1.17e-05,0.0081,8.1e-06,0.004568,0.005912,0.004082,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,7,"문제: 소아가 뜨거운 물에 흉복부 앞면, 생식기, 양쪽 다리 전체에 2도 화상을 입었다. '9의 법칙'에 의한 화상의 범위는?

선택지:
1. 28%
2. 37%
3. 46%
4. 55%

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
8,소방안전교육사,2022,A,재난관리론,58,긴급구조대응활동 및 현장지휘에 관한 규칙상 표준지휘조직도에서 대응계획부의 업무로 옳은 것은?,text_only,,자원대기소 운영 및 교대조 관리,유관기관과 언론 및 보고에 관한 사항,재난상황정보의 수집 · 분석 및 상황예측,소속기관 일무수행지역의 현장 안전진단 및 안전조치,3,exaone-4.0-32b,300,203,0,67.67,309.9,0.8,123,2,125,3,True,3,0.7999,0.013882,2.5e-08,0.0301,3.01e-05,0.0094,9.4e-06,0.0122,1.22e-05,0.0084,8.4e-06,0.004773,0.006178,0.004266,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,8,"문제: 긴급구조대응활동 및 현장지휘에 관한 규칙상 표준지휘조직도에서 대응계획부의 업무로 옳은 것은?

선택지:
1. 자원대기소 운영 및 교대조 관리
2. 유관기관과 언론 및 보고에 관한 사항
3. 재난상황정보의 수집 · 분석 및 상황예측
4. 소속기관 일무수행지역의 현장 안전진단 및 안전조치

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
9,소방안전교육사,2018,A,교육학개론,77,다음 제시문과 같이 학력(學歷)상승의 원인을 설명하는 이론은?\n\n◯ 학력(學歷)은 개인의 능력과 노력의 수준을 나타내는 공인된 '품질증명'이 되었다.\n◯ 남보다 한 단계라도 더 높은 학력(學歷)을 가지고 있는 것이 사회적 지위의 경쟁에서 유리하기 때문에 상급학교의 졸업장을 받으려 한다.\n◯ 학력(學歷)이 사회적 지위 획득의 수단이기 때문에 사람들이 높은 학력을 취득하고자 한다.,text_only,,학습욕구이론,지위경쟁이론,기술기능이론,국민통합이론,2,exaone-4.0-32b,300,203,0,67.67,309.9,1.24,195,2,197,2,True,2,1.2361,0.021452,3.8e-08,0.0465,4.65e-05,0.0146,1.46e-05,0.0189,1.89e-05,0.013,1.3e-05,0.007377,0.009547,0.006593,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,9,"문제: 다음 제시문과 같이 학력(學歷)상승의 원인을 설명하는 이론은?\n\n◯ 학력(學歷)은 개인의 능력과 노력의 수준을 나타내는 공인된 '품질증명'이 되었다.\n◯ 남보다 한 단계라도 더 높은 학력(學歷)을 가지고 있는 것이 사회적 지위의 경쟁에서 유리하기 때문에 상급학교의 졸업장을 받으려 한다.\n◯ 학력(學歷)이 사회적 지위 획득의 수단이기 때문에 사람들이 높은 학력을 취득하고자 한다.

선택지:
1. 학습욕구이론
2. 지위경쟁이론
3. 기술기능이론
4. 국민통합이론

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
10,소방안전교육사,2022,A,구급 및 응급처치론,43,"병원 밖 심장정지 생존사슬에서 첫 번째 단계는? (단, 2020년 한국형 심폐소생술 가이드라인을 따른다.)",text_only,O,제세동,전문소생술,목격자 심폐소생술,심장정지 인지 · 구조요청,4,exaone-4.0-32b,300,203,0,67.67,309.9,0.77,105,2,107,4,True,4,0.7695,0.013354,2.4e-08,0.029,2.9e-05,0.0091,9.1e-06,0.0118,1.18e-05,0.0081,8.1e-06,0.004592,0.005943,0.004104,5.375281448675775,0.0029831637734684,9.625384499346708e-06,11.663445718263842,0.011663445718263842,3.6587039777082997,0.0036587039777083,4.734991439444442,0.004734991439444442,3.269750301111,0.003269750301111,1.8483772495382331,2.392117675207332,1.6518778521212771,42.5,55.0,38.0,505.2,South Korea,KOR,ulsan,,,2025-11-19T12:19:59,309.9267123999998,machine,N,1.0,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,3.13.7,Windows-11-10.0.26100-SP0,3.0.8,,10,"문제: 병원 밖 심장정지 생존사슬에서 첫 번째 단계는? (단, 2020년 한국형 심폐소생술 가이드라인을 따른다.)

선택지:
1. 제세동
2. 전문소생술
3. 목격자 심폐소생술
4. 심장정지 인지 · 구조요청

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):"
